156,225,95.44114856,112.9176541,116.9621954,112.9176541,0.192310195,0.432608696,0.186898048,0.217190889,0.171605206,0.098785249,0.275010846,0.197114967,0.237266811,0.21318872,0.237266811,1
151,50,94.49762807,97.74784297,98.21213989,97.74784297,0.189543147,0.506361323,0.208020305,0.175126904,0.184911168,0.116573604,0.299467005,0.143527919,0.206725888,0.18,0.206725888,1
82,105,95.77369581,67.56355621,72.01880054,67.56355621,0.381508475,0.676870748,0.413644068,0.401033898,0.327864407,0.426508475,0.400779661,0.400677966,0.401389831,0.452338983,0.401389831,0
110,89,95.83992733,92.29878886,92.25656465,92.29878886,0.276205479,0.546703297,0.354041096,0.24969863,0.223191781,0.310191781,0.397890411,0.207945205,0.291452055,0.254054795,0.291452055,0
100,152,95.54736122,152.669483,168.332054,152.669483,0.398382114,0.324104235,0.456756098,0.455146341,0.283243902,0.413560976,0.49995122,0.45795122,0.452341463,0.246634146,0.452341463,0
168,216,95.82000064,99.53258334,103.7596828,99.53258334,0.204975186,0.495024876,0.223511166,0.223027295,0.167754342,0.155210918,0.291811414,0.20560794,0.24044665,0.122009926,0.24044665,0
95,138,99.34867891,124.0279587,125.2703515,124.0279587,0.137419355,0.402020202,0.188709677,0.128981855,0.094324597,0.161491935,0.215927419,0.148729839,0.109233871,0.115342742,0.109233871,0
112,152,93.20463635,127.4201137,129.1679001,127.4201137,0.263571429,0.379770992,0.275171429,0.261628571,0.253914286,0.177542857,0.3728,0.227085714,0.296171429,0.267485714,0.296171429,0
159,251,93.12007578,127.390668,132.1624857,127.390668,0.21767619,0.379770992,0.262885714,0.235771429,0.154371429,0.151828571,0.373942857,0.176571429,0.294971429,0.101485714,0.294971429,0
102,67,106.0804314,106.3899769,129.571967,106.3899769,0.551260965,0.437362637,0.565559211,0.645789474,0.442434211,0.636907895,0.494210526,0.666118421,0.625460526,0.448947368,0.625460526,0
114,290,101.9002959,112.0642876,140.3231543,112.0642876,0.480102881,0.410309278,0.506512346,0.605216049,0.328580247,0.545185185,0.467839506,0.615864198,0.594567901,0.301049383,0.594567901,0
67,75,100.0388366,73.24023314,69.13980996,73.24023314,0.339172535,0.703180212,0.443503521,0.276390845,0.290704225,0.410704225,0.476302817,0.402676056,0.150105634,0.401725352,0.150105634,0
138,92,95.49537762,139.7461611,145.1840754,139.7461611,0.290469027,0.352836879,0.321265487,0.312584071,0.236654867,0.245628319,0.396902655,0.297132743,0.328035398,0.197309735,0.328035398,0
127,48,97.48561654,131.6654348,137.8218622,131.6654348,0.216601852,0.369202226,0.247055556,0.249027778,0.153722222,0.233111111,0.261,0.164277778,0.333777778,0.109666667,0.333777778,0
86,50,97.28054799,143.0569903,151.2314085,143.0569903,0.178976109,0.34017094,0.189061433,0.218498294,0.128856655,0.14390785,0.234215017,0.184709898,0.252286689,0.106587031,0.252286689,0
114,233,101.800931,160.2766563,174.436567,160.2766563,0.346911988,0.302431611,0.359863429,0.395622155,0.283133536,0.384810319,0.33491654,0.405569044,0.385675266,0.25707132,0.385675266,0
102,165,97.10093002,133.2612274,141.3628807,133.2612274,0.315200364,0.363138686,0.328579235,0.347103825,0.269918033,0.285519126,0.371639344,0.328360656,0.365846995,0.25704918,0.365846995,0
108,112,94.44692131,145.6707577,163.9058805,145.6707577,0.530978261,0.333333333,0.600802676,0.574439799,0.416337793,0.529966555,0.671638796,0.610033445,0.538846154,0.412826087,0.538846154,0
99,177,94.54002336,146.3740552,158.8485285,146.3740552,0.445783034,0.325163399,0.520766721,0.470358891,0.345,0.44725938,0.594274062,0.523262643,0.417455139,0.438058728,0.417455139,0
126,234,92.23950322,125.7704666,140.3838254,125.7704666,0.322713249,0.361818182,0.316932849,0.377885662,0.269863884,0.204718693,0.429147005,0.319491833,0.436279492,0.287912886,0.436279492,0
134,136,92.35542393,100.8908684,108.874217,100.8908684,0.43608046,0.458525346,0.475586207,0.467275862,0.36537931,0.383793103,0.56737931,0.450482759,0.484068966,0.358827586,0.484068966,0
156,137,91.70362945,222.6492325,229.548987,222.6492325,0.245908578,0.224858757,0.259875847,0.253086907,0.224458239,0.151117381,0.368634312,0.123555305,0.38261851,0.143126411,0.38261851,0
150,536,92.5352132,243.4934091,255.2190612,243.4934091,0.234336735,0.203268641,0.259469388,0.245831633,0.197188776,0.151653061,0.367285714,0.1395,0.352163265,0.105765306,0.352163265,0
132,701,92.20700409,253.8477719,263.8412331,253.8477719,0.365391566,0.2,0.377951807,0.367590361,0.35063253,0.257078313,0.498825301,0.334307229,0.400873494,0.313644578,0.400873494,0
76,92,99.86870539,83.34926083,87.90302536,83.34926083,0.253110465,0.580174927,0.235901163,0.28377907,0.236642442,0.2775,0.194302326,0.321104651,0.246453488,0.280377907,0.246453488,0
